450	96457
451	96459
452	96470
453	96440
454	96447
455	96444
456	96475
457	96487
458	96508
459	96495
460	96490
461	96452
462	96459
463	96462
464	96477
465	96446
466	96437
467	96430
468	96465
469	96480
470	96505
471	96484
472	96492
473	96473
474	96473
475	96464
476	96480
477	96453
478	96443
479	96420
480	96451
481	96470
482	96498
483	96481
484	96481
485	96475
486	96494
487	96478
488	96482
489	96456
490	96450
491	96426
492	96441
493	96456
494	96488
495	96474
496	96478
497	96464
498	96496
499	96499
500	96496
501	96458
502	96453
503	96433
504	96447
505	96446
506	96474
507	96464
508	96471
509	96461
510	96485
511	96501
512	96517
513	96472
514	96455
515	96436
516	96454
517	96452
518	96464
519	96450
520	96461
521	96454
522	96482
523	96490
524	96519
525	96493
526	96469
527	96438
528	96457
529	96459
530	96470
531	96440
532	96447
533	96444
534	96475
535	96487
536	96508
537	96495
538	96490
539	96452
540	96459
541	96462
542	96477
543	96446
544	96437
545	96430
546	96465
547	96480
548	96505
549	96484
550	96492
551	96473
552	96473
553	96464
554	96480
555	96453
556	96443
557	96420
558	96451
559	96470
560	96498
561	96481
562	96481
563	96475
564	96494
565	96478
566	96482
567	96456
568	96450
569	96426
570	96441
571	96456
572	96488
573	96474
574	96478
575	96464
576	96496
577	96499
578	96496
579	96458
580	96453
581	96433
582	96447
583	96446
584	96474
585	96464
586	96471
587	96461
588	96485
589	96501
590	96517
591	96472
592	96455
593	96436
594	96454
595	96452
596	96464
597	96450
598	96461
599	96454
600	96482
601	96490
602	96519
603	96493
604	96469
605	96438
606	96457
607	96459
608	96470
609	96440
610	96447
611	96444
612	96475
613	96487
614	96508
615	96495
616	96490
617	96452
618	96459
619	96462
620	96477
621	96446
622	96437
623	96430
624	96465
625	96480
626	96505
627	96484
628	96492
629	96473
630	96473
631	96464
632	96480
633	96453
634	96443
635	96420
636	96451
637	96470
638	96498
639	96481
640	96481
641	96475
642	96494
643	96478
644	96482
645	96456
646	96450
647	96426
648	96441
649	96456
650	96488
651	96474
652	96478
653	96464
654	96496
655	96499
656	96496
657	96458
658	96453
659	96433
660	96447
661	96446
662	96474
663	96464
664	96471
665	96461
666	96485
667	96501
668	96517
669	96472
670	96455
671	96436
672	96454
673	96452
674	96464
675	96450
676	96461
677	96454
678	96482
679	96490
680	96519
681	96493
682	96469
683	96438
684	96457
685	96459
686	96470
687	96440
688	96447
689	96444
690	96475
691	96487
692	96508
693	96495
694	96490
695	96452
696	96459
697	96462
698	96477
699	96446
700	96437
701	96430
702	96465
703	96480
704	96505
705	96484
706	96492
707	96473
708	96473
709	96464
710	96480
711	96453
712	96443
713	96420
714	96451
715	96470
716	96498
717	96481
718	96481
719	96475
720	96494
721	96478
722	96482
723	96456
724	96450
725	96426
726	96441
727	96456
728	96488
729	96474
730	96478
731	96464
732	96496
733	96499
734	96496
735	96458
736	96453
737	96433
738	96447
739	96446
740	96474
741	96464
742	96471
743	96461
744	96485
745	96501
746	96517
747	96472
748	96455
749	96436
750	96454
751	96452
752	96464
753	96450
754	96461
755	96454
756	96482
757	96490
758	96519
759	96493
760	96469
761	96438
762	96457
763	96459
764	96470
765	96440
766	96447
767	96444
768	96475
769	96487
770	96508
771	96495
772	96490
773	96452
774	96459
775	96462
776	96477
777	96446
778	96437
779	96430
780	96465
781	96480
782	96505
783	96484
784	96492
785	96473
786	96473
787	96464
788	96480
789	96453
790	96443
791	96420
792	96451
793	96470
794	96498
795	96481
796	96481
797	96475
798	96494
799	96478
800	96482
801	96456
802	96450
803	96426
804	96441
805	96456
806	96488
807	96474
808	96478
809	96464
810	96496
811	96499
812	96496
813	96458
814	96453
815	96433
816	96447
817	96446
818	96474
819	96464
820	96471
821	96461
822	96485
823	96501
824	96517
825	96472
826	96455
827	96436
828	96454
829	96452
830	96464
831	96450
832	96461
833	96454
834	96482
835	96490
836	96519
837	96493
838	96469
839	96438
840	96457
841	96459
842	96470
843	96440
844	96447
845	96444
846	96475
847	96487
848	96508
849	96495
850	96490
851	96452
852	96459
853	96462
854	96477
855	96446
856	96437
857	96430
858	96465
859	96480
860	96505
861	96484
862	96492
863	96473
864	96473
865	96464
866	96480
867	96453
868	96443
869	96420
870	96451
871	96470
872	96498
873	96481
874	96481
875	96475
876	96494
877	96478
878	96482
879	96456
880	96450
881	96426
882	96441
883	96456
884	96488
885	96474
886	96478
887	96464
888	96496
889	96499
890	96496
891	96458
892	96453
893	96433
894	96447
895	96446
896	96474
897	96464
898	96471
899	96461
900	96485
901	96501
902	96517
903	96472
904	96455
905	96436
906	96454
907	96452
908	96464
909	96450
910	96461
911	96454
912	96482
913	96490
914	96519
915	96493
916	96469
917	96438
918	96457
919	96459
920	96470
921	96440
922	96447
923	96444
924	96475
925	96487
926	96508
927	96495
928	96490
929	96452
930	96459
931	96462
932	96477
933	96446
934	96437
935	96430
936	96465
937	96480
938	96505
939	96484
940	96492
941	96473
942	96473
943	96464
944	96480
945	96453
946	96443
947	96420
948	96451
949	96470
950	96498
951	96481
952	96481
953	96475
954	96494
955	96478
956	96482
957	96456
958	96450
959	96426
960	96441
961	96456
962	96488
963	96474
964	96478
965	96464
966	96496
967	96499
968	96496
969	96458
970	96453
971	96433
972	96447
973	96446
974	96474
975	96464
976	96471
977	96461
978	96485
979	96501
980	96517
981	96472
982	96455
983	96436
984	96454
985	96452
986	96464
987	96450
988	96461
989	96454
990	96482
991	96490
992	96519
993	96493
994	96469
995	96438
996	96457
997	96459
998	96470
999	96440
1000	96447
